gdp,exprop,mort,latitude,neo,africa,asia,namer,samer,lnmort,lat2,lat3,lat_c08,lat2_c08,lat3_c08,lat_c16,lat2_c16,lat3_c16,lat_c24,lat2_c24,lat3_c24
9.7600002,9.7299995,8.5500002,.45559999,1,0,0,0,0,2.1459312,.20757136,.094569504,.37559998,.14107536,.052987903,.2956,.087379359,.025829338,.2156,.046483357,.010021811
7.54,5.23,163.3,.1444,0,0,0,1,0,5.0955892,.020851361,.0030109363,.064400002,.0041473601,.00026708998,0,0,0,0,0,0
6.73,5,400,.1778,0,1,0,0,0,5.9914646,.03161284,.0056207627,.097800002,.0095648402,.00093544135,.0178,.00031683999,5.6397516e-06,0,0,0
6.8099999,5.5500002,2004,.1111,0,1,0,0,0,7.6029005,.012343211,.0013713307,.031100003,.00096721022,.00003008024,0,0,0,0,0,0
7.3499999,6.0500002,36.990002,.33329999,0,0,1,0,0,3.6106477,.11108889,.037025925,.25329998,.064160891,.016251951,.1733,.030032888,.0052046995,.093299992,.0087048886,.00081216608
8.8400002,5.9099998,163.3,.1,0,0,0,1,0,5.0955892,.010000001,.001,.020000001,.00040000005,8.0000018e-06,0,0,0,0,0,0
8.21,6.9499998,78.099998,.25560001,0,0,0,0,1,4.3579903,.065331362,.016698698,.17560001,.030835362,.0054146899,.095600009,.0091393609,.00087372295,.015600005,.00024336016,3.7964198e-06
8.3999996,5.77,71,.1111,0,0,0,0,1,4.2626801,.012343211,.0013713307,.031100003,.00096721022,.00003008024,0,0,0,0,0,0
7.4000001,6,164.66,.1556,0,1,0,0,0,5.1038828,.024211358,.0037672874,.075599998,.0057153595,.00043208114,0,0,0,0,0,0
6.25,5.8200002,483,.092200004,0,1,0,0,0,6.1800165,.0085008405,.00078377756,.012200003,.00014884009,1.8158496e-06,0,0,0,0,0,0
10.15,9.3199997,17.700001,.0136,0,0,1,0,0,2.8735647,.00018496001,2.5154561e-06,0,0,0,0,0,0,0,0,0
8.8900003,6.8600001,15.5,.3222,0,1,0,0,0,2.74084,.10381284,.033448499,.2422,.058660839,.014207656,.1622,.02630884,.004267294,.082199998,.0067568403,.00055541226
7.73,6.0500002,69.800003,.077799998,0,0,1,0,0,4.2456341,.0060528396,.00047091092,0,0,0,0,0,0,0,0,0
7.3099999,4,88.199997,.16670001,0,1,0,0,0,4.4796071,.027788892,.0046324083,.086700007,.0075168908,.00065171451,.0067000054,.000044890076,3.0076376e-07,0,0,0
6.25,6.6399999,145,.066699997,0,1,0,0,0,4.9767337,.0044488898,.00029674091,0,0,0,0,0,0,0,0,0
7.2199998,6.9099998,668,.0889,0,1,0,0,0,6.5042882,.0079032099,.00070259534,.0088999998,.000079209996,7.0496895e-07,0,0,0,0,0,0
8.7700005,7.4499998,85,.1222,0,0,0,1,0,4.4426513,.014932839,.0018247929,.042199999,.0017808398,.000075151431,0,0,0,0,0,0
8.4799995,6.4499998,63,.37779999,0,1,0,0,0,4.1431346,.14273283,.05392446,.29779997,.088684835,.026410341,.21779999,.047436833,.010331742,.13779999,.018988837,.0026166614
6.9699998,4.4499998,280,.0111,0,1,0,0,0,5.6347895,.00012320999,1.3676309e-06,0,0,0,0,0,0,0,0,0
9.0299997,7,71,.36669999,0,0,0,0,1,4.2626801,.13446888,.049309738,.28669998,.082196884,.023565847,.2067,.042724889,.0088312337,.1267,.016052889,.0020339009
10.22,10,15,.42219999,1,0,0,1,0,2.7080503,.17825283,.075258344,.34219998,.11710083,.040071905,.2622,.068748839,.018025944,.1822,.033196837,.0060484638
9.0699997,7.1399999,78.099998,.0889,0,0,0,0,1,4.3579903,.0079032099,.00070259534,.0088999998,.000079209996,7.0496895e-07,0,0,0,0,0,0
7.2800002,6.4099998,140,.1778,0,0,1,0,0,4.9416423,.03161284,.0056207627,.097800002,.0095648402,.00093544135,.0178,.00031683999,5.6397516e-06,0,0,0
6.8699999,3.5,240,0,0,1,0,0,0,5.480639,0,0,0,0,0,0,0,0,0,0,0
